object_name,label_family,query_string,query_goal,recommended_source_type,priority_rank,priority_bin
UGC12632,SFE/depletion,"""UGC12632"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,29,preferred_50_pool
UGC12632,Vrot/sigma,"""UGC12632"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,29,preferred_50_pool
UGC12632,burstiness,"""UGC12632"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",29,preferred_50_pool
UGC12632,centroid offset,"""UGC12632"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,29,preferred_50_pool
UGC12632,external morphology,"""UGC12632"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,29,preferred_50_pool
UGC12632,lopsidedness,"""UGC12632"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,29,preferred_50_pool
UGC12632,warp / PA twist,"""UGC12632"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,29,preferred_50_pool
UGCA442,A/R mismatch,"""UGCA442"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,30,preferred_50_pool
UGCA442,H I asymmetry,"""UGCA442"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,30,preferred_50_pool
UGCA442,SFE/depletion,"""UGCA442"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,30,preferred_50_pool
UGCA442,Vrot/sigma,"""UGCA442"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,30,preferred_50_pool
UGCA442,burstiness,"""UGCA442"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",30,preferred_50_pool
UGCA442,centroid offset,"""UGCA442"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,30,preferred_50_pool
UGCA442,external morphology,"""UGCA442"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,30,preferred_50_pool
UGCA442,lopsidedness,"""UGCA442"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,30,preferred_50_pool
UGCA442,warp / PA twist,"""UGCA442"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,30,preferred_50_pool
ESO079-G014,A/R mismatch,"""ESO079-G014"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,31,preferred_50_pool
ESO079-G014,H I asymmetry,"""ESO079-G014"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,31,preferred_50_pool
ESO079-G014,SFE/depletion,"""ESO079-G014"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,31,preferred_50_pool
ESO079-G014,Vrot/sigma,"""ESO079-G014"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,31,preferred_50_pool
ESO079-G014,burstiness,"""ESO079-G014"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",31,preferred_50_pool
ESO079-G014,centroid offset,"""ESO079-G014"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,31,preferred_50_pool
ESO079-G014,external morphology,"""ESO079-G014"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,31,preferred_50_pool
ESO079-G014,lopsidedness,"""ESO079-G014"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,31,preferred_50_pool
ESO079-G014,warp / PA twist,"""ESO079-G014"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,31,preferred_50_pool
ESO116-G012,A/R mismatch,"""ESO116-G012"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,32,preferred_50_pool
ESO116-G012,H I asymmetry,"""ESO116-G012"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,32,preferred_50_pool
ESO116-G012,SFE/depletion,"""ESO116-G012"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,32,preferred_50_pool
ESO116-G012,Vrot/sigma,"""ESO116-G012"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,32,preferred_50_pool
ESO116-G012,burstiness,"""ESO116-G012"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",32,preferred_50_pool
ESO116-G012,centroid offset,"""ESO116-G012"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,32,preferred_50_pool
ESO116-G012,external morphology,"""ESO116-G012"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,32,preferred_50_pool
ESO116-G012,lopsidedness,"""ESO116-G012"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,32,preferred_50_pool
ESO116-G012,warp / PA twist,"""ESO116-G012"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,32,preferred_50_pool
ESO563-G021,A/R mismatch,"""ESO563-G021"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,33,preferred_50_pool
ESO563-G021,H I asymmetry,"""ESO563-G021"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,33,preferred_50_pool
ESO563-G021,SFE/depletion,"""ESO563-G021"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,33,preferred_50_pool
ESO563-G021,Vrot/sigma,"""ESO563-G021"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,33,preferred_50_pool
ESO563-G021,burstiness,"""ESO563-G021"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",33,preferred_50_pool
ESO563-G021,centroid offset,"""ESO563-G021"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,33,preferred_50_pool
ESO563-G021,external morphology,"""ESO563-G021"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,33,preferred_50_pool
ESO563-G021,lopsidedness,"""ESO563-G021"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,33,preferred_50_pool
ESO563-G021,warp / PA twist,"""ESO563-G021"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,33,preferred_50_pool
F571-8,A/R mismatch,"""F571-8"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,34,preferred_50_pool
F571-8,H I asymmetry,"""F571-8"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,34,preferred_50_pool
F571-8,SFE/depletion,"""F571-8"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,34,preferred_50_pool
F571-8,Vrot/sigma,"""F571-8"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,34,preferred_50_pool
F571-8,burstiness,"""F571-8"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",34,preferred_50_pool
F571-8,centroid offset,"""F571-8"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,34,preferred_50_pool
F571-8,external morphology,"""F571-8"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,34,preferred_50_pool
F571-8,lopsidedness,"""F571-8"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,34,preferred_50_pool
F571-8,warp / PA twist,"""F571-8"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,34,preferred_50_pool
F574-1,A/R mismatch,"""F574-1"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,35,preferred_50_pool
F574-1,H I asymmetry,"""F574-1"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,35,preferred_50_pool
F574-1,SFE/depletion,"""F574-1"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,35,preferred_50_pool
F574-1,Vrot/sigma,"""F574-1"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,35,preferred_50_pool
F574-1,burstiness,"""F574-1"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",35,preferred_50_pool
F574-1,centroid offset,"""F574-1"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,35,preferred_50_pool
F574-1,external morphology,"""F574-1"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,35,preferred_50_pool
F574-1,lopsidedness,"""F574-1"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,35,preferred_50_pool
F574-1,warp / PA twist,"""F574-1"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,35,preferred_50_pool
F579-V1,A/R mismatch,"""F579-V1"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,36,preferred_50_pool
F579-V1,H I asymmetry,"""F579-V1"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,36,preferred_50_pool
F579-V1,SFE/depletion,"""F579-V1"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,36,preferred_50_pool
F579-V1,Vrot/sigma,"""F579-V1"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,36,preferred_50_pool
F579-V1,burstiness,"""F579-V1"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",36,preferred_50_pool
F579-V1,centroid offset,"""F579-V1"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,36,preferred_50_pool
F579-V1,external morphology,"""F579-V1"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,36,preferred_50_pool
F579-V1,lopsidedness,"""F579-V1"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,36,preferred_50_pool
F579-V1,warp / PA twist,"""F579-V1"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,36,preferred_50_pool
IC4202,A/R mismatch,"""IC4202"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,37,preferred_50_pool
IC4202,H I asymmetry,"""IC4202"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,37,preferred_50_pool
IC4202,SFE/depletion,"""IC4202"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,37,preferred_50_pool
IC4202,Vrot/sigma,"""IC4202"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,37,preferred_50_pool
IC4202,burstiness,"""IC4202"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",37,preferred_50_pool
IC4202,centroid offset,"""IC4202"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,37,preferred_50_pool
IC4202,external morphology,"""IC4202"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,37,preferred_50_pool
IC4202,lopsidedness,"""IC4202"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,37,preferred_50_pool
IC4202,warp / PA twist,"""IC4202"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,37,preferred_50_pool
NGC0024,A/R mismatch,"""NGC0024"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,38,preferred_50_pool
NGC0024,H I asymmetry,"""NGC0024"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,38,preferred_50_pool
NGC0024,SFE/depletion,"""NGC0024"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,38,preferred_50_pool
NGC0024,Vrot/sigma,"""NGC0024"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,38,preferred_50_pool
NGC0024,burstiness,"""NGC0024"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",38,preferred_50_pool
NGC0024,centroid offset,"""NGC0024"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,38,preferred_50_pool
NGC0024,external morphology,"""NGC0024"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,38,preferred_50_pool
NGC0024,lopsidedness,"""NGC0024"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,38,preferred_50_pool
NGC0024,warp / PA twist,"""NGC0024"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,38,preferred_50_pool
NGC0801,A/R mismatch,"""NGC0801"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,39,preferred_50_pool
NGC0801,H I asymmetry,"""NGC0801"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,39,preferred_50_pool
NGC0801,SFE/depletion,"""NGC0801"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,39,preferred_50_pool
NGC0801,Vrot/sigma,"""NGC0801"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,39,preferred_50_pool
NGC0801,burstiness,"""NGC0801"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",39,preferred_50_pool
NGC0801,centroid offset,"""NGC0801"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,39,preferred_50_pool
NGC0801,external morphology,"""NGC0801"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,39,preferred_50_pool
NGC0801,lopsidedness,"""NGC0801"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,39,preferred_50_pool
NGC0801,warp / PA twist,"""NGC0801"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,39,preferred_50_pool
NGC0891,A/R mismatch,"""NGC0891"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,40,preferred_50_pool
NGC0891,H I asymmetry,"""NGC0891"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,40,preferred_50_pool
NGC0891,SFE/depletion,"""NGC0891"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,40,preferred_50_pool
NGC0891,Vrot/sigma,"""NGC0891"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,40,preferred_50_pool
NGC0891,burstiness,"""NGC0891"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",40,preferred_50_pool
NGC0891,centroid offset,"""NGC0891"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,40,preferred_50_pool
NGC0891,external morphology,"""NGC0891"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,40,preferred_50_pool
NGC0891,lopsidedness,"""NGC0891"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,40,preferred_50_pool
NGC0891,warp / PA twist,"""NGC0891"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,40,preferred_50_pool
NGC1090,A/R mismatch,"""NGC1090"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,41,preferred_50_pool
NGC1090,H I asymmetry,"""NGC1090"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,41,preferred_50_pool
NGC1090,SFE/depletion,"""NGC1090"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,41,preferred_50_pool
NGC1090,Vrot/sigma,"""NGC1090"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,41,preferred_50_pool
NGC1090,burstiness,"""NGC1090"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",41,preferred_50_pool
NGC1090,centroid offset,"""NGC1090"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,41,preferred_50_pool
NGC1090,external morphology,"""NGC1090"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,41,preferred_50_pool
NGC1090,lopsidedness,"""NGC1090"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,41,preferred_50_pool
NGC1090,warp / PA twist,"""NGC1090"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,41,preferred_50_pool
NGC2998,A/R mismatch,"""NGC2998"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,42,preferred_50_pool
NGC2998,H I asymmetry,"""NGC2998"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,42,preferred_50_pool
NGC2998,SFE/depletion,"""NGC2998"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,42,preferred_50_pool
NGC2998,Vrot/sigma,"""NGC2998"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,42,preferred_50_pool
NGC2998,burstiness,"""NGC2998"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",42,preferred_50_pool
NGC2998,centroid offset,"""NGC2998"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,42,preferred_50_pool
NGC2998,external morphology,"""NGC2998"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,42,preferred_50_pool
NGC2998,lopsidedness,"""NGC2998"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,42,preferred_50_pool
NGC2998,warp / PA twist,"""NGC2998"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,42,preferred_50_pool
NGC3893,A/R mismatch,"""NGC3893"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,43,preferred_50_pool
NGC3893,H I asymmetry,"""NGC3893"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,43,preferred_50_pool
NGC3893,SFE/depletion,"""NGC3893"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,43,preferred_50_pool
